is_offensive,text
Not_offensive,E film yar yar nodiddera 🤘 like madi
not-Kannada,Gta 5 bro
Not_offensive,Yanta jana brother nam deshakkoskara 1 app delete madoke agalva avarige
not-Kannada,Nice steps like chirnjevi
Not_offensive,Super  jai kiccha sudeep anna
not-Kannada,jai sri ram
Not_offensive,Parvagilla....buzz is good in Hindi too..see BMS
Not_offensive,Yas re relis madi
Not_offensive,Arajun Galagali thippesh
Offensive_Targeted_Insult_Individual,Onde ond cmnt ketudag idre torso childe🤣🤣nNamdu olle respected family nimdeno gotila...modlu tilkond helu bayig bandang helak nangu barutte...nan hesru katkond ningen agbeku
Not_offensive,Ashwatama ge Kannada barutte yenri
Offensive_Targeted_Insult_Other,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,ಬಾಳ ಚೊಲೋ ಐತ್ರಿ ನೌನ್ ಕಥಿ
Offensive_Targeted_Insult_Group,Dislike madiroro rashmika fans irbeku
Offensive_Targeted_Insult_Group,Innu iste views agidda!! Song yak hit agilla
Not_offensive,Sir social media bittu horgade thumba publicity beku dayavitu madi
Not_offensive,Awsum guru enu swalpa hugiri
Not_offensive,Bharatadalli Experience kelidre en madodu? Nav hosa kelsa madoke ready idivi
Not_offensive,ಸೂಪರ್ voice and i am very happy for banning tiktok app
Not_offensive,I lv u sir
not-Kannada,1 min silence for tiktokers
Not_offensive,Chindi Song guru
Not_offensive,Swabhimana da baduku sartaka
not-Kannada,Super song
Offensive_Untargetede,Super bro e nayiigulu erodrindane nam desha uddar agilla once again super bro
not-Kannada,Hanumagowda.k Kalikeri h
Offensive_Targeted_Insult_Group,Bharatadalli vanchakarige gourava jasti.
Not_offensive,Good ..but small dout karavali bittu berekade content sigalva.
Not_offensive,Film suprrrrrr agi ede full clean film
Offensive_Targeted_Insult_Group,Dislikers r fans of rasmika
Not_offensive,Chindi song  Vijay prakash fans hit like here
Offensive_Targeted_Insult_Group,Nimge interview madoke bere jaga sekilwa 🤦
Not_offensive,Adhakalva janarige dharsan fav..avn adhe tharadh movie madudh
not-Kannada,Shankar sir olleya artiste ivarannu bitte cinema madtira Buddi illada dairctar
Offensive_Targeted_Insult_Group,One more lucia movie
Not_offensive,My  favorite songs
Not_offensive,supper  guru
Not_offensive,Jai D Boss
not-Kannada,I like it I like it kantha.
Offensive_Targeted_Insult_Individual,@Naveen kumar yadav lo thamma nanu copy madidare antha yello helidini.. ratasasan movie bgm inspiration indha idhna madidare andirodhu.. nav yav telugu movie nu nodalla kannadake modala adhyathe namdhu
Not_offensive,ಸರ್ ಹಿಂದಿ song ಬೇಗ ಬಿಡಿ
Not_offensive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೂ ಅವತಾರ
Not_offensive,ಕನ್ನಡ ಚಿತ್ರರಂಗ  ಬೆಳವಣಿಗೆ ಸುರು ಆಯ್ತು ಜೈ ಕನ್ನಡಾಂಬೆ
Offensive_Targeted_Insult_Group,Super song Jai DBoss
not-Kannada,ಮೈಸೂರು .ಎಂ.ಪಿ qhqjrjsrlfktiskg
Not_offensive,3.39 ರೀಷಭ್ ಶೆಟ್ಟಿ
Not_offensive,ಸೂಪರ್ ಸಾಂಗ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಣ್ಣ
not-Kannada,Rashmika fans bro
Not_offensive,ಇರೋದು ಇರಭವದ್ ಗೊತ್ತಿಲ್ಲ
Offensive_Untargetede,ಅರ್ಜುನ್ ಜನ್ಯ ಅವರೇ ನೋಡಿ ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಅತ್ರ ಹೋಗಿ ಮೂಸಿಕ್ ಮಾಡೋದನ್ನ ಕಲಿಯಿರಿ 🤣n#Odeya movie ಗೆ ಏನ್ ಮ್ಯೂಸಿಕ್ ಕೊಟ್ಟಿದಿಯ ಸ್ವಾಮಿ........... ತೂ 🤭🤭
not-Kannada,Sir pls answer abt Hindi version...
not-Kannada,Super message sir
Not_offensive,Next kgf........ avane srimannarayana.... blockkkkkkk busterrrrrr
Not_offensive,My favourite song edu steps super
not-Kannada,Anjali Devi hai
not-Kannada,Super song very interesting
Not_offensive,Best madali olle  belavanige next level sandalwood
not-Kannada,Swag Ka King Rakshit Shetty
Not_offensive,Yaro guru ninu super
Not_offensive,Hindi nalli Madi movie oduthe plz
Not_offensive,Yes song super
Not_offensive,Kannada film  industry avaru sir solpa nodi rii yen madta ididra inta ashvath sir avara maga ondu sanni veshe dalli kalsa Kodi
not-Kannada,Vere level bro
not-Kannada,By no FBI do
not-Kannada,Super Guru  tiktok ban I'm real happy
not-Kannada,Anjali Devi really
Not_offensive,ತೋಗರಿ ತಿಪ್ಪ ಸೂಪರ್
not-Kannada,Super song
not-Kannada,Super ck. Ur voice ur content........
Not_offensive,sir nim left kaalu samasye  iruvudu  rinda neevu automatic gear iro gaadi odusbodu Alva sir nimage tumba help agute
not-Kannada,Iam Vijay devara konda Hater
Not_offensive,Film nodi matte nodbeku annoru like madi
Offensive_Untargetede,Corona dhinda theatre Alli cinema nodokke aaglilla maga. Mathhe nodthini. Cinema direction  adbutha madidya.
not-Kannada,Sir u copy dr vivek bindra sir
Offensive_Targeted_Insult_Individual,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ ಊರ್ ಬಾಗ್ಲು
Not_offensive,Wwwwso Super rakshit boss nim name nange tumbanee ista hagee nim movinu istanee nnnnnn
Not_offensive,Guru I like u
Not_offensive,ಸಾಹಿತ್ಯ ಅಧ್ಬುತ nಸಿನಿಮಾ 100 ದಿನವು ಅಧ್ಬುತ nಯಶಸ್ಸು ಕಾಣಲಿ
Not_offensive,Ivrna nodidre ashwath avrna nodida hange agutte......nVoice antu ade tara ide
Not_offensive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,ಯಾರೆಲ್ಲ ಈ ಸಾಂಗ್ ಅನ್ನು ದಿನಾಲೂ ಕೇಳುತ್ತೀರಿ... 🤔
not-Kannada,6) vijaya devarakonda
Offensive_Targeted_Insult_Individual,@Nandi Parthasarathi ಅಂತೂ ಒಪಿಕೊಂಡಲ್ಲ ದೊಡ್ಡ ಷಂಡ ಅಂತಾ
Offensive_Targeted_Insult_Individual,@prithvi nayak ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ
Not_offensive,Trending number 1
Not_offensive,Awesome song! 2nd Shankarnag to KFI
Not_offensive,ಸೂಪರ್ ಅಣ್ಣ ನೀಟಾಗಿ ಅರ್ಥ ಆಗೋ ಹಾಗೆ ಹೇಳಿದಿಯ  ಈ ಶಡೇಗಳು ಅರ್ಥ ಮಾಡ್ಕೋಬೇಕು
Not_offensive,Music bayankara gurooo.....
not-Kannada,#KGFCHAPTER2  #KGF2
Not_offensive,Ivrella nijvaglu nam Indian anta ansutte anna yappa istu himse kodtidru tiktok antidaralla yappa nijvaglu ivnella nijvaglu aaisbeku
Not_offensive,Yamma..kivili raktha barthide supper guroo
Not_offensive,Hope this movie will rule Indian cinema... ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ ಇನ್ನು ಹಲವು ಭಾಗಗಳಾಗಿ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವತಾರಗಳನ್ನು ತಾಳುವುದರಲ್ಲಿ ಸಂಶಯವೇ ಇಲ್ಲ.
Not_offensive,Nanna ballya jivana nenap aytu thanks aswini adio
Offensive_Targeted_Insult_Other,Bindu gowda ge sariyyagi batthi itree sir ..super sir neevu
Not_offensive,Thumbha ಒಳ್ಳೆಯ ಮಾಹಿತಿ Anna. Dhanyavaadagalu.
not-Kannada,I am waiting
Not_offensive,ಈ ಹಾಡು ಒಂಥರಾslow poison ಇದ್ದ ಹಾಗೆ
Not_offensive,@Ajaya shetty huu gottu
not-Kannada,Anjali Devi hii
Not_offensive,ಕ್ರಿಮಿನಲ್ ಬುದ್ದವಂತಿಕೆ ..ಸೂಪರ್ ಹೀಗೆ ಇರಬೇಕು .. ನಮ್ಮ ದೇಶ ನೋ... ಚಾನ್ಸ್..
not-Kannada,Song full gicchi gili gili.....
Offensive_Targeted_Insult_Individual,Sir nivu bare swalpa sulu heleteraa
Not_offensive,Hodtha Guru sng
Offensive_Targeted_Insult_Individual,Urko sanvi dagar rashmika...
Not_offensive,@jagadish g dambal
Not_offensive,Gajab ka song h yar hindi me nahi ayega kya ye song samajhna hai lyrics
Not_offensive,ಒಂದು ದೇಶದ ಮುಂದುವರಿಯುವುದು ಅದರ ಆರ್ಥಿಕ ಸ್ಥಿತಿಯನ್ನು ಅವಲಂಬಿಸುವುದಿಲ್ಲ. ಅವರು ಮಾನವೀಯತೆಯಲ್ಲಿ ಎಷ್ಟು ಸಮರ್ಥರು ಎನ್ನುವುದನ್ನು ಅವಲಂಬಿಸಿದೆ. ಭಾರತದಲ್ಲಿ ಅನಕ್ಷರತೆ ಇದೆ ಆ ಅನಕ್ಷರಸ್ಥರನ್ನು ಅವರ ಅನಕ್ಷರತೆಯೇ
not-Kannada,@naveen gani rest in peace sanvi🤣🤣🤣🤣
Not_offensive,ದರ್ಶನ್ ಸರ್ ನಾವು ನಿಮ್ಮ ಅಭಿಮಾನಿಗಳು ನಮ್ಮ ಕಲಾವಿದರು ಈ ರೀತಿ ಕಷ್ಟ ಪಡೋದು ನಮಗೆ ಮನಸ್ಸಿಗೆ ತುಂಬಾ ನೋವಾಗುತ್ತೆ ನೀವು ದಯವಿಟ್ಟು ಇಂಥ ಮಹಾನ್ ಕಲಾವಿದರನ್ನು ತಮ್ಮ ಜೊತೆ ಕರೆದುಕೊಂಡು ನಡೆಯಿರಿ ಅಭಿಮಾನಿ ಅಭಿಮಾನಿಗಳಿಗೆ ಕೊಡುವ ದೊಡ್ಡ ಉಡುಗೊರೆ ನಿಮ್ಮಿಂದ ನಾವು ನಾ ಬಯಸುತ್ತೇವೆ
Not_offensive,#DBOSS  ದರ್ಶನ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ All the best
not-Kannada,Awesome song .
Not_offensive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,Sang supar Chinu love you too...uppi.
Not_offensive,Charitre srushti maadiruva Shettrege...Hands Up
not-Kannada,Bahu bhai hindusthan jai
Not_offensive,Amazing song
Not_offensive,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ ನಾಟಕ
Not_offensive,Cinema super aagide
Not_offensive,@vinoddevadiga Jogimane now staying in Bengaluru
Offensive_Untargetede,ಬಡ್ಡಿ ಮಗಂದು ಯಾವತ್ ಬಾರುತೋ 27ನೇ ತಾರೀಖು
Not_offensive,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್
Not_offensive,ನಿಂದು ಬ್ರೋ ನಿಜವಾದ ಟ್ಯಾಲೆಂಟ್ ಅಂದ್ರೆ
Not_offensive,Leak alla adu theater run mugdidakke nAmazon prime hakidare
Not_offensive,ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ
Offensive_Targeted_Insult_Group,@naveen v nim gandu balegara movie yalla utterflop modlu side acting madudu ಬಿಡು anu modlu
Offensive_Targeted_Insult_Group,Tiktok uninstall madodakku modlu ee changlu nan maklanna modlu desha dinda delete madbeku Guru
not-Kannada,Super bro
Not_offensive,ಸರ್ ನಿಮ್ಮ ಪಾದಗಳಿಗೆ ನಮಸ್ಕಾರಗಳು
Offensive_Targeted_Insult_Individual,Ivnu soole maga pakka. Ivnu yash fan bandu hen kelsa madthavne nodro soole maga
Offensive_Targeted_Insult_Group,1.6k people are not liking this....innna en beko maaraya nimga ...
Not_offensive,Yar yaru ashwattama badukidanendu nambutero Elli ondu like madi
Not_offensive,Chinndikanna neenu neenu nam tharane madthadthiya. Super
Offensive_Targeted_Insult_Other,Kelv bvc galu ..nam India dalli eddare Anna...a bvc galu chna ap use madthare anna
Not_offensive,Dialog super agii oddidya anna.. super
not-Kannada,@PRAJWAL NAYAK Karnataka bro
Offensive_Targeted_Insult_Other,Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu
Not_offensive,Best movie... Keep it up
Not_offensive,Bro ee game yavdu and nimma ella video super boss
not-Kannada,Teja Madarkhandi Teju
Offensive_Targeted_Insult_Individual,Avalige chapalige odiri
Not_offensive,ಹಾಡು ಸುಪರ್ ಸಂಗೀತ ಸಂಯೋಜನೆ ಸುಪರ್ ಸುಪರ್
Not_offensive,ದೃಷ್ಟಿ ಇವನೊಬ್ಬನ ಮೇಲಿಡಿ nತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ
Offensive_Targeted_Insult_Individual,NKn idddu ಟ್ರೋಲ್ ಅಂದ್ರೇ...  ಬ್ರೋ ನಾನು ಟಿಕ್ ಟಾಕ್ ಗೆ ಅಡಿಕ್ಟ್ ಆಗಿದ್ದೇ... ಬಟ್ ನಮ್ ದೇಶಕ್ಕಿಂತ ದೊಡ್ದಲ್ಲ  ಈ ಟಿಕ್ ಟಾಕ್... ಅಷ್ಟೇ... ಇನ್ನೋಂದ್ ವಿಷ್ಯ ನಮ್ ದೇಶದ್ ರೊಪೊಸೋ ಡೌನ್ಲೋಡ್ ಮಾಡಿ ಓಪನ್ ಮಾಡಿ ನೊಡುದ್ರು... ಅವ್ನಮ್ಮನ್  ಆ ಕಿತ್ತೋದ್  ಮುಂಡೇ ಬಿಂದು ಗೌಡ... ಅದ್ರಲ್ಲೂ ಸಾಯ್ತಾವ್ಳೇ ಗುರು.... ಅವ್ಳ್ಳಿಗೇ ಏನಾದ್ರು ಮಾಡಿ ಫೋನ್ ಯುೂಸೇ  ಮಾಡ್ಬಾರ್ದು ಆ ತರ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ....  ಅವ್ನಮ್ಮನ್ ಹಂದಿ ತಿಕದ್ ತರ ಇರೋ ಮೂತಿನ ನೊಡಕ್ಕಾಕ್ತಿಲ್ಲ....
Not_offensive,Super guru pakka block buster
Not_offensive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
not-Kannada,@Krithika Raja
not-Kannada,@Hanumanthappa H S q1*50
not-Kannada,Upload volume 2 please
Not_offensive,Namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini
not-Kannada,Jai appu boss
Offensive_Targeted_Insult_Other,Enu Kannada antha matadtaro ee goobegalu. Thoo!... Tumba chennagi maadideera. Avru nim jote tumba chennagi maadidare. Enu maadiddu
not-Kannada,Super song sir
Not_offensive,dilip kumar nanu kuda bro
Not_offensive,Lots love from kannadigas
Not_offensive,ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಕಿಚ್ಚ ಸುದೀಪ್ ಅವರ ಕಡೆಯಿಂದ.. All tha best movi
Not_offensive,No doubt edu charitre srustiso  avatharane
Not_offensive,Super  maga
Not_offensive,Nan lwda dalli edane band nodkondu ogo gandu
Not_offensive,Rip chiru sir
Not_offensive,ದಿಯಾ ಬರಿ ಚಲನಚಿತ್ರ ಮಾತ್ರವಲ್ಲ ನಮ್ಮ ಕನ್ನಡ ಚಲನಚಿತ್ರ ರಂಗದ ಇತಿಹಾಸದಲ್ಲೆ ಎಂದು ಎಂದೆಂದೂ ಮರೆಯಾಲಾಗದ ಅಪರೂಪದ ಅದ್ಭುತವಾದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ಮಹಾನ್ ಕೃತಿ ಈ ಚಲನಚಿತ್ರವನ್ನ ನೀವುಗಳೆಲ್ಲರೂ ನೋಡಲೆ ಬೇಕು ದಿಯಾ ಚಲನಚಿತ್ರದ ನಿರ್ದೇಶಕನಿಗೆ ನನ್ನದೊಂದು ಪ್ರೀತಿಯ ನಮಸ್ಕಾರಗಳು ನಮ್ಮ ಕನ್ನಡ ಚಲನಚಿತ್ರಕ್ಕೆ ನೀವೊಬ್ಬರು ಮತ್ತೊಬ್ಬ ಪುಟ್ಟಣ್ಣ ಕಣ್ಣಗಾಲ್nn ವಿಲೇಜ್ ರೋಡ್ ಫಿಲಂಸ್
Not_offensive,Kannada ne best adrallu kannada songs adre hen andkondodira
Offensive_Targeted_Insult_Other,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,🤣🤣🤣brooo I'm big fan
Not_offensive,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ
Not_offensive,Sathyavaglu movie maatra ulty
Not_offensive,ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು
Not_offensive,ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಡಿ ಬಾಸ್ ಹುಡುಗರು
Not_offensive,ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ದ್ವನಿ ನಾರಾಯಣನಿಗೆ ಹೇಳಿ ಮಾಡಿಸಿದಂತಿದೆ..
Offensive_Targeted_Insult_Individual,Guru deshgaande swantha picture tegeyo sule maga alla.. Yaav picture remake idhu🤔
Offensive_Untargetede,La video ako su.....।
Not_offensive,Banda  #AvanesrimannarayananAll the best
not-Kannada,Kiran MB it's swamake
Not_offensive,Ravichandran vishnuwardha raajkumar Shankar nag elruna onde sari nodidangaythu..
not-Kannada,Movie is promising
not-Kannada,Super Comedy togari tippa
Not_offensive,Bro hagandr kgf asn 5 language alli bidugade agute avaga bere industri avaru hage andre yenagutte
not-Kannada,Super Kannada Karnataka and kanadiga
Not_offensive,Godiyaga ata aadtida
Offensive_Targeted_Insult_Individual,RIP rashmika mandhana
Offensive_Targeted_Insult_Other,Sumne irru guru yake kiriku
not-Kannada,Lyrics lit VP voice
Not_offensive,love you ya
Not_offensive,🥰🥰🥰🥰Super song 🥰🥰🥰🥰
Offensive_Targeted_Insult_Individual,@Reginald Kelly ಲೆ ತುಕಾಲಿ ನಿನ್ನ ಸಂಸ್ಕೃತಿ ತೋರಿಸುತ್ತೆ ನಿನ್ನ ಎಷ್ಟು ಕಚಡ ಅಂತ
Not_offensive,D boss  fans full support. Successful hagli movie
Offensive_Targeted_Insult_Individual,Nimge istu sullu heloke Hege manasu barutte
not-Kannada,Bhai kgf 2 kab ayegi
not-Kannada,Great sir salute for him
Not_offensive,Super bgm masth ....
Offensive_Targeted_Insult_Group,Modalu prana mukya amele cinema... Plz don't lose hope DIYA chitratanda.... Wait for time
Offensive_Untargetede,BoLi Maklu ee tara videos nu dislike maadtare
Not_offensive,songa  super bro
Not_offensive,ತುಂಬಾ ಚೆನ್ನಾಗಿ ವಿಚಾರ ಸಂಕಿರಣ ಮೂಡಿಸಿದ್ದಾರೆ  ಭಾರತ ಪ್ರಪಂಚದಲ್ಲಿ ಹಿಂದೆ ಉಳಿಯಲು ರಾಜಕೀಯ ವ್ಯವಸ್ಥೆ ಒಂದು ಪ್ರಬಲ ಕಾರಣ  ಪಕ್ಷ ಪಾತ ಸ್ವಜನ ಸೌಮ್ಯತೆ ಸಹ ಕಾರಣ ಎಂಬುದು  ತಿಳಿಸಿದ್ದಾರೆ nಕೌಶಲ್ಯ ಅಭಿವೃದ್ಧಿಗೆ ಹೇಚ್ಚಿನ ಮಹತ್ವ ಕೊಡಬೇಕಾಗಿದೇ   ಎಂಬುದು ಸಹ ಸತ್ಯ
Not_offensive,Booking start  ಮಾಡಿ
Not_offensive,appu boss fans nlike madi
not-Kannada,Usefull tq amar prasad
Not_offensive,ಕನ್ನಡದ ಕಿರೀಟ ಇದು
Not_offensive,ಗಜಿ  ಆಶು
Not_offensive,ಫೈಟ್ ಸೀನ್ ಅಮೇಜಿಂಗ್ ಪ್ರಜ್ವಲ್ ಲುಕ್ಕು ಬ್ಯೂಟಿಫುಲ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಜಂಟಲ್ಮ್ಯಾನ್    ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್
Offensive_Targeted_Insult_Individual,Anna sumne video madedhya nodu
Not_offensive,ಸೂಪರ್ ಹಿಟ್ಟ್ ಸಾಂಗ್
Not_offensive,ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ
Not_offensive,Pacca edu charetre shrushisti  so avatara
Not_offensive,Super rakshit shetti ajanish
not-Kannada,I too agree
Not_offensive,Guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini
Not_offensive,ಜಡ್ ಜಡ್ ನಕ್ಕ...
not-Kannada,@gowthami gowthami wow nice...
Not_offensive,Pade pade kelabeku anisutte.....
Not_offensive,Ashwathama. Vadhukkidhe.evathu. video. Nodithunanu. Jai. Babaji
Offensive_Targeted_Insult_Individual,@VARAPRASAD K K soole magne avrige Bari jaati fabsallo Ella jaatilu fans idaare neen heldyalla jaati naayi antha pakka gawda kano naanu nin Amman soole magne neenu as darshan naydu jaati irbeku  dagaar dagaar dam dam dagaar soole maga darshan
Not_offensive,Sir Nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku
not-Kannada,Super movie sir
Not_offensive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,Bro Ten minutes + video madi bro niuo mado video na nodta edre nodtane erbeku anisutte
Not_offensive,Super rakshith shety sar....
not-Kannada,Super bro
not-Kannada,Zing zing amazing
Not_offensive,Subscribed... Bro... Benki ninu
not-Kannada,Give link to that pandi kokku song ....
Offensive_Untargetede,Lol telegram bandirodu alla Amazon prime bandirodu adanna pirate madi telegram hakidarenNivgalu theatre gu hogalla mobile bandru pirate nodtira
Not_offensive,@Raja Vishnuvardhana yarge agli 1st respect kododu mukya
Not_offensive,Hang aytu
not-Kannada,So nice bro
Offensive_Targeted_Insult_Other,Sulemakale tic tok uninstall madi
Not_offensive,En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu
Offensive_Targeted_Insult_Individual,@Kiccha Vitthal ಕಚ್ಚಾ ಸುದೆಪಿ
Not_offensive,Supar anna love you pajuanna....
Not_offensive,ಪಕ್ಕಾ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್
Offensive_Targeted_Insult_Group,ಅಣ್ಣ ಇನ್ನೊಂದ್ ಸ್ವಲ್ಪ ಉಗಿರಿ ಅವರಿಗೆ ನಮ್ಮ ಯೋಧರ ಬಗ್ಗೆ ಚಿಂತನೆ ಮಾಡುತ್ತಿಲ್ಲ ತಿರುಬೋಕಿ ಇನ್ನು ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅಣ್ಣ
Not_offensive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಯೋ ಅವತಾರಾ...
Not_offensive,@Krishna Tirividi 🤦‍🤦‍
not-Kannada,Good story teller. Awesomeeeee
Not_offensive,Ibrunu kannadadavre ibru belibeku. support maadi compare maadbedi
Not_offensive,ಟ್ರೊಲ್ ಅನ್ನ ಸರಿಯಾಗಿ ಉಪಯೋಗಿಸ್ಥಹಿದಿರ. ಸೂಪರ್
Not_offensive,2020 Blockbuster hit movie. Jai Karnataka
Offensive_Targeted_Insult_Group,Lo d gujaalds neev support maadida yaav sinimaagalu succes agilla .. yaakro sumne buildep .. simple example andre ..amar movienu ..fail maadudralo .ambareesh gintha name bekittha...ಮಧ್ಯೆ ನೀವ್ ಹೋಗಿ ಹಾಳ್ ಮಾಡುದ್ರಲೋ ..
not-Kannada,Superb song Guru
Not_offensive,ಟಿಕ್ ಟಾಕ್ #ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ನಿಮಗೆ ನಮ್ಮ #ಕನ್ನಡ ಜನತೆಯಿಂದ ತುಂಬು ಹೃದಯದ #ಧನ್ಯವಾದಗಳು ನೀವು ಇದೇ ರೀತಿಯಿಂದ ಮುಂದೆ ಇನ್ನೂ ಹೆಚ್ಚಿನ ವಿಡಿಯೋ ಗಳನ್ನು ಮಾಡಬೇಕೆಂದು ತಮ್ಮಲ್ಲಿ ವಿನಂತಿ ಜೈ ಹಿಂದ್ ಜೈ #ಕರ್ನಾಟಕ ಮಾತೆ
Not_offensive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಹೊಸ ಚಲನಚಿತ್ರn ಯಾವದು ಅದುnಅವನೇ ಶ್ರೀಮನ್ನರಾಯಣ
Offensive_Targeted_Insult_Other,Yappa huchhu hidustide.....asn.....awesom
not-Kannada,Same here guru
Offensive_Targeted_Insult_Individual,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಕೊಡೆ
not-Kannada,Bro super  nice
Not_offensive,Trailer ultimate ...  ಸಿನಿಮಾನೂ ಚೆನ್ನಾಗಿರಬಹುದು ಜಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರತಂಡಕ್ಕೆ ಒಳ್ಳೆಯದಾಗಲಿ... #ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್.  Look super 🤩🤩
not-Kannada,I like it
Not_offensive,ತುಂಬಾ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ....proud to be sandal wood
not-Kannada,I like your voice bro
Not_offensive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not_offensive,Youtube channel nalli ASN release promos upload madi sir
Not_offensive,ಯಾರಿಗೂ ಯಾರು ಗೂತೀಲಾ ಸರ್  ಆದರೇ   ನಮ್ಮ ಧುಢೀಮೇ ನಮಗೆ ಸರ್
